dCoilTurns,dCoilOuter,dCoilInner,dShieldThickness,dShieldExtra,gCoilInterval,gCoilLength,gShieldThickness,gShieldExtra,mResRx,mResTx,mIndRx,mIndMutNormal,mIndTx,mIndMutMisaligned,eIndMutNormal,eIndMutMisaligned,eNormalK,eResEq,pDimension,pDimensionPenalty,pThickness,pThicknessPenalty,pNormalIndMutPenalty,pMisalignedIndMutPenalty,pNormalKPenalty,pResistancePenalty,目标函数
12,405,275,15.999999999999998,19,0.005909090909090909,0.1375,0.015999999999999997,0.019,0.01440146526,0.01440127209,152751.191876822,-26003.2215208481,152759.100374379,-10973.560153769,26.0032215208481,10.973560153769,0.17022812120633682,0.014401368674676118,0.443,1.5699999912036093,0.022499999999999996,1.0749999999850703,1.0119260068083433,1.0972911214822552,0.9836635450073135,1.4284429236948042,-7.166323588181397
11,485,295,22,3,0.0095,0.1475,0.022,0.003,0.01517007434,0.01516980459,129661.763964214,-28949.9589848224,129666.154562262,-14628.7121462799,28.9499589848224,14.6287121462799,0.22326912700697887,0.015169939464400418,0.491,1.0383057982364525,0.028499999999999998,1.008206756311851,2.58158215655604e-15,1.46287121462799,1.1454223922101834,1.4275889561506663,-6.082395117537146
11,435,275,14,12,0.008,0.1375,0.014,0.012,0.01380280726,0.01380261261,123871.900059253,-23526.3975434388,123892.341829057,-10542.6271164661,23.5263975434388,10.542627116466099,0.18990954823995246,0.013802709934656874,0.459,1.4099983637084434,0.0205,1.0949999999999804,1.1921319393903218,1.0496448305414492,1.1121827896604688,1.4291081000726034,-7.288066023373268
14,460,240,3,34,0.008461538461538461,0.12,0.003,0.034,0.01732528594,0.01732496673,181073.610129697,-40877.9133028994,181081.786468787,-18270.2618367507,40.877913302899394,18.2702618367507,0.22574791759150922,0.01732512633426483,0.528,0.0000636618024136352,0.0095,1.205,-3.157209125016175e-210,1.8270261836750699,1.1460129278004232,1.425194304073039,-5.603297077350946
12,450,220,12,2,0.010454545454545454,0.11,0.012,0.002,0.0142419077,0.01424163933,113108.415603981,-23100.3207979137,113111.836646225,-10044.0766717771,23.1003207979137,10.0440766717771,0.20422858316863282,0.014241773514367858,0.454,1.459999679984728,0.0185,1.115,1.1716781985836768,0.6111235176220091,1.1359300268795252,1.4286202516507025,-6.922351674720642
15,450,280,16.5,37,0.006071428571428571,0.14,0.0165,0.037,0.01931902317,0.01931878675,250239.262882631,-54585.3294254399,250242.973219191,-25265.5963128735,54.5853294254399,25.265596312873498,0.2181309364827672,0.019318904959638346,0.524,0.0002548660991545215,0.023,1.0699999999213234,0,2.5265596312873497,1.1438731642271598,1.4229789944892908,-6.1636666560242785
12,435,255,9,0,0.008181818181818182,0.1275,0.009,0,0.01463754131,0.01463728356,127636.117049904,-23471.9049337183,127620.284475743,-10251.9950889449,23.4719049337183,10.251995088944899,0.18390845313637336,0.01463741243443266,0.435,1.6499999993576522,0.0155,1.145,1.1902288219433437,0.9488515378930681,1.0893549534667508,1.4281806528506304,-7.451615965511446
13,485,200,22.5,3,0.011875,0.1,0.0225,0.003,0.01578804457,0.01578797391,127824.346927177,-30466.6813514141,127822.316587282,-14221.8814479621,30.4666813514141,14.2218814479621,0.2383499235510405,0.01578800923996047,0.491,1.0383057982364525,0.028999999999999998,0.9752103523771268,-1.63798807632451e-28,1.42218814479621,1.147940601045173,1.4269022119555994,-6.010547108410561
14,465,265,13.500000000000002,0,0.007692307692307693,0.1325,0.013500000000000002,0,0.0180525137,0.01805246799,183899.60345427,-38243.6889311117,183880.871781797,-17967.2763640919,38.2436889311117,17.9672763640919,0.20797019720074575,0.018052490844985534,0.465,1.349988423931475,0.02,1.0999999999999963,-1.3788309117972849e-148,1.7967276364091902,1.1388420266424857,1.4243861212833493,-6.809944208266497
15,450,275,2.5,29,0.00625,0.1375,0.0025,0.029,0.01918986356,0.01918956434,237354.273907657,-49014.4368867317,237350.881685683,-22163.7677713607,49.0144368867317,22.1637677713607,0.20650475905078125,0.019189713949416792,0.508,0.05977163559837079,0.009,1.21,0,2.21637677713607,1.1377924071320202,1.4231225400562035,-6.047063359922665
12,445,255,12,0,0.008636363636363636,0.1275,0.012,0,0.01485335242,0.01485314769,128573.040905871,-24892.9506807535,128562.709810156,-11148.8674592315,24.8929506807535,11.1488674592315,0.19361718960920463,0.014853250054647263,0.445,1.549999983085226,0.0185,1.115,1.1721014262796907,1.11487532349794,1.121279913643949,1.4279408332726142,-7.50119747977942
15,465,265,7.5,11,0.0071428571428571435,0.1325,0.0075,0.011,0.01933390897,0.01933370777,219994.439465255,-46620.5696972341,219976.902486753,-21595.5879243529,46.6205696972341,21.595587924352902,0.21192548372550193,0.019333808369738272,0.48700000000000004,1.1153622878903129,0.013999999999999999,1.16,0,2.1595587924352904,1.141202834205783,1.4229624351447354,-6.999086349676122
15,440,265,6.5,6,0.00625,0.1325,0.0065,0.006,0.01866250769,0.0186627123,215101.330128918,-40331.2128775782,215092.022047604,-17829.3762182251,40.331212877578196,17.8293762182251,0.1875027249164451,0.01866260999471959,0.452,1.47999983344796,0.013,1.17,-1.4305592881064073e-196,1.78293762182251,1.1044448034687946,1.4237082111169783,-6.961090469856242
13,415,240,8.5,5,0.007291666666666667,0.12,0.0085,0.005,0.01504664661,0.01504697767,144580.917025568,-25136.0841526609,144597.814881667,-10252.4031792251,25.1360841526609,10.252403179225102,0.1738446256389157,0.015046812139089502,0.425,1.7499999999756959,0.015,1.15,1.1546916638325353,0.9491771847046948,1.0186276270507593,1.4277257642899006,-7.450222239853586
12,440,255,3.5,3,0.008409090909090908,0.1275,0.0035,0.003,0.01474518364,0.01474505138,128023.301078208,-23776.6366721779,128044.220084387,-10413.793500463,23.7766366721779,10.413793500463,0.18570599382200223,0.014745117509851708,0.446,1.5399999765458317,0.01,1.2,1.1982083470142086,1.0250243020445842,1.097486923584487,1.4280609805446092,-7.488780529733721
15,475,235,15.999999999999998,35,0.008571428571428572,0.1175,0.015999999999999997,0.035,0.01882712708,0.01882721318,208583.366667859,-51288.6155377168,208569.608072795,-23904.1793595971,51.2886155377168,23.904179359597098,0.24589835705953964,0.01882717012995078,0.5449999999999999,1.68246224809098e-7,0.022499999999999996,1.0749999999850703,0,2.39041793595971,1.148512315575791,1.423525366522277,-6.0374557862890725
11,415,205,20,18,0.0105,0.1025,0.02,0.018,0.01209039292,0.0120903409,93446.0134415467,-17997.0084271016,93430.7035346565,-7161.65096949802,17.997008427101598,7.1616509694980195,0.19260835462760073,0.012090366909972023,0.45099999999999996,1.4899998798538956,0.0265,1.034991125014131,-7.623116225248309e-25,3.374581604602154e-13,1.119092113970686,1.4310107034333646,-5.0750938222724145
11,455,270,15.999999999999998,7,0.00925,0.135,0.015999999999999997,0.007,0.01410508834,0.01410525556,119094.063170824,-24398.8344562369,119095.731209644,-11337.6774494406,24.398834456236898,11.3376774494406,0.2048688485608427,0.014105171949752197,0.46900000000000003,1.3099573864690017,0.022499999999999996,1.0749999999850703,1.1944053004521613,1.1337659867610648,1.136485073119777,1.428772031166942,-7.278385777954019
15,415,260,11,3,0.005535714285714285,0.13,0.011,0.003,0.01786251876,0.01786278755,209346.540088804,-35402.2158937072,209341.075651636,-14951.8060415428,35.4022158937072,14.9518060415428,0.1691104038705053,0.01786265315449442,0.421,1.789999999993447,0.017499999999999998,1.125,-6.879255575145489e-94,1.4951806041542801,0.9721111104958733,1.4245970520505618,-6.806888766694161
14,460,260,19,4,0.007692307692307693,0.13,0.019,0.004,0.01780669566,0.0178065322,185279.115776909,-38964.4501247969,185299.90570399,-18144.5113696477,38.964450124796905,18.1445113696477,0.2102895626978849,0.017806613929812434,0.468,1.319969232703649,0.0255,1.0449996803321728,-2.0785483192694117e-164,1.8144511369647698,1.1403016388091243,1.424659317855764,-6.74438100666548
11,395,235,2.5,34,0.008,0.1175,0.0025,0.034,0.01225748521,0.01225739387,108128.993001707,-18866.7069718468,108116.555302807,-7191.09370893111,18.866706971846803,7.19109370893111,0.1744933678494593,0.012257439539914919,0.463,1.369993968573427,0.009,1.21,8.508798864432239e-17,4.548518068556768e-13,1.024447233523698,1.4308250671778724,-5.035266269275452
11,435,270,13,17,0.00825,0.135,0.013,0.017,0.01370874064,0.0137086161,123049.792162945,-23895.1306604034,123037.249612937,-10604.5072984598,23.8951306604034,10.604507298459799,0.19420064152099395,0.013708678369858573,0.469,1.3099573864690024,0.0195,1.1049999999999993,1.199562629783292,1.0579439233670003,1.122460180676367,1.429212579589046,-7.224136699884707
12,440,255,5.5,5,0.008409090909090908,0.1275,0.0055,0.005,0.01474517697,0.01474511329,130181.245739044,-24561.6096850321,130176.303566784,-10770.2527066017,24.5616096850321,10.770252706601699,0.18867599387798809,0.014745145129965623,0.45,1.4999999133337771,0.012,1.18,1.1889550901627854,1.076539014885175,1.1084252018005276,1.4280609498555938,-7.481980170037859
15,475,285,10,12,0.0067857142857142855,0.1425,0.01,0.012,0.02011909569,0.02011893606,239377.455651444,-52040.0449064375,239401.615040641,-25077.3667808473,52.0400449064375,25.0773667808473,0.21738646552559662,0.020119015874841682,0.499,0.5883959085269379,0.0165,1.135,0,2.50773667808473,1.143605222704217,1.4220899823612871,-6.796827791677172
11,460,280,15.999999999999998,16,0.009,0.14,0.015999999999999997,0.016,0.01439218155,0.01439231438,127891.475817927,-27222.4054999551,127885.883072854,-12849.0699706486,27.2224054999551,12.8490699706486,0.21286016576695446,0.01439224796484676,0.492,1.009833297341043,0.022499999999999996,1.0749999999850703,0.0002738482811426679,1.284906997064316,1.1416758807724094,1.4284530578168368,-5.940143081260819
12,480,265,3.5,8,0.009772727272727273,0.1325,0.0035,0.008,0.01581415502,0.01581418603,137303.931868414,-29995.0970667127,137309.828245498,-14221.6019323931,29.9950970667127,14.2216019323931,0.21845297964082178,0.0158141705249924,0.496,0.8230471315809135,0.01,1.2,-8.408972186972004e-25,1.42216019323931,1.1439852892643128,1.4268731438611195,-6.016065757945656
14,460,260,12,1,0.007692307692307693,0.13,0.012,0.001,0.01780660111,0.01780690083,180799.876740095,-37030.6124260571,180815.149875503,-17105.5238388738,37.030612426057104,17.1055238388738,0.2048068234645022,0.017806750969369397,0.462,1.3799956467432815,0.0185,1.115,-9.786347316976101e-124,1.71055238388738,1.1364324247812667,1.4246591655895895,-6.766639621001517
10,445,275,12.5,33,0.009444444444444445,0.1375,0.0125,0.033,0.01273760811,0.01273777106,107131.694143658,-22695.8942990319,107130.14031981,-10318.1577684047,22.695894299031902,10.318157768404701,0.2118519554027098,0.012737689584739427,0.511,0.02218273971593143,0.019,1.1099999999999997,1.1399568327547762,0.9906825408321422,1.1411643817609811,1.4302914560169562,-5.834277951080787
15,390,200,9.5,29,0.0067857142857142855,0.1,0.0095,0.029,0.01564142652,0.01564130205,171850.562173387,-30236.6890621653,171864.877717956,-10907.6814754052,30.2366890621653,10.9076814754052,0.17594024346389128,0.015641364284876186,0.448,1.5199999549107974,0.016,1.14,-1.5613865409478404e-26,1.090643503288501,1.036859978195605,1.427065150794582,-6.214568587189485
12,400,275,11,18,0.005681818181818182,0.1375,0.011,0.018,0.01429361196,0.01429337567,152028.845741149,-24810.5224317663,152037.704343219,-10275.881749392,24.8105224317663,10.275881749392,0.1631913963269654,0.014293493814511728,0.436,1.6399999991089647,0.017499999999999998,1.125,1.1770221805122507,0.9663535804852946,0.9066926772082795,1.4285627846505426,-7.243631221965332
15,460,265,15.5,27,0.0069642857142857145,0.1325,0.0155,0.027,,,,,,,,,,,,,,,,,,,
13,405,235,12,10,0.007083333333333333,0.1175,0.012,0.01,0.01470197156,0.01470177623,145072.671987848,-24944.0209386633,145058.429550427,-9901.98854253432,24.9440209386633,9.90198854253432,0.17194999664954977,0.014701873894675603,0.42500000000000004,1.7499999999756957,0.0185,1.115,1.1688071008865928,0.2701946208040601,1.0008089657083796,1.428109029005916,-6.732919716380644
11,445,265,10.5,14,0.009,0.1325,0.0105,0.014,0.01381291068,0.01381283078,119049.794083443,-23825.7459229933,119030.662285473,-10691.6340274754,23.825745922993303,10.6916340274754,0.2001486922807439,0.013812870729942228,0.47300000000000003,1.269843288888497,0.017,1.13,1.1988883019315888,1.0681044287424006,1.131696920880094,1.4290968103000643,-7.227629750742645
10,390,220,1.5,35,0.009444444444444445,0.11,0.0015,0.035,0.01080649134,0.01080655635,82759.1148614073,-14259.3210085102,82759.0822424545,-5261.75151596204,14.2593210085102,5.26175151596204,0.1722991339684884,0.010806523844951114,0.46,1.3999977325681632,0.008,1.22,-1.3348846999386328e-67,1.3905244507063254e-21,1.0041796956655902,1.4324371957278321,-5.056614623961585
15,485,265,9,17,0.007857142857142856,0.1325,0.009,0.017,0.01987064998,0.01987033093,225041.406927261,-52491.065910516,225048.435407378,-25203.1976985611,52.491065910516,25.2031976985611,0.2332470586078644,0.019870490454359645,0.519,0.0014360932217816265,0.0155,1.145,0,2.52031976985611,1.1473390510909254,1.4223661217173782,-6.236461035886196
11,455,265,6.5,9,0.0095,0.1325,0.0065,0.009,0.01401118692,0.0140111171,116115.970983603,-23458.0305420215,116101.300562329,-10679.2893040239,23.4580305420215,10.6792893040239,0.20203519258207814,0.014011152009956509,0.47300000000000003,1.269843288888497,0.013,1.17,1.189711068153118,1.0667323565594389,1.133817137747561,1.428876497766715,-7.258980349115329
15,485,265,22.5,27,0.007857142857142856,0.1325,0.0225,0.027,0.01987042222,0.01987052818,232788.864754134,-57337.3614072985,232798.688441033,-28001.0212545791,57.3373614072985,28.0010212545791,0.24630109214292767,0.01987047519992937,0.539,0.000001378797821721165,0.028999999999999998,0.9752103523771268,0,2.80010212545791,1.1485341397264552,1.4223661386667452,-6.346214135026059
15,390,205,15.999999999999998,34,0.006607142857142857,0.1025,0.015999999999999997,0.034,0.01577043273,0.01577077821,178258.853709039,-32191.16193661,178273.982288221,-11852.4664631705,32.19116193661,11.8524664631705,0.18057894653965484,0.015770605469053966,0.458,1.4199988192302004,0.022499999999999996,1.0749999999850703,-6.416271045717725e-47,1.1852466356351357,1.070792657327536,1.426921549478829,-6.177959661656772
12,465,295,7,4,0.007727272727272728,0.1475,0.007,0.004,0.01610709036,0.01610721688,152366.961457486,-30340.8572521875,152409.32228348,-14557.5953494878,30.3408572521875,14.5575953494878,0.19910248378144757,0.016107153619875775,0.47300000000000003,1.269843288888497,0.0135,1.165,-2.0908115864671234e-27,1.45575953494878,1.130379473685244,1.4265476070890268,-6.447529904611548
11,450,265,6,8,0.00925,0.1325,0.006,0.008,0.01391216762,0.01391196261,115446.642669158,-22740.8547970661,115448.288244248,-10254.1653751715,22.7408547970661,10.2541653751715,0.19698011305559834,0.013912065114622368,0.466,1.339983964021222,0.0125,1.175,1.1441351905895651,0.9505722062152477,1.127341472561006,1.4289865943170863,-7.166019427704127
12,400,230,16.5,12,0.007727272727272728,0.115,0.0165,0.012,0.01336823504,0.01336798122,121962.945113554,-21008.0463543611,121953.908412515,-8239.40059834032,21.0080463543611,8.239400598340321,0.17225579999976015,0.013368108129397592,0.42400000000000004,1.7599999999824856,0.023,1.0699999999213234,0.0034732232183849673,1.86084225431701e-8,1.0037633811451658,1.4295909909673359,-5.266827613843118
15,460,255,7.5,10,0.007321428571428571,0.1275,0.0075,0.01,0.01894092462,0.01894115916,210692.014024088,-44102.4269781186,210679.148470171,-20036.3027117152,44.1024269781186,20.0363027117152,0.20932816919703887,0.01894104188963697,0.48000000000000004,1.1984747804843021,0.013999999999999999,1.16,-5.764906366577655e-300,2.00363027117152,1.139724332628644,1.4233988423448478,-6.925228226629314
15,430,245,14,33,0.006607142857142857,0.1225,0.014,0.033,0.0178775063,0.01787760866,214336.901113627,-44126.2993244409,214335.791803506,-18829.8508499499,44.1262993244409,18.8298508499499,0.20587408553741832,0.01787755747992674,0.496,0.8230471315809135,0.0205,1.0949999999999804,-1.0910089063523013e-300,1.8829850849949898,1.1373063832525576,1.4245804916889702,-6.362919091517411
12,440,255,8.5,2,0.008409090909090908,0.1275,0.0085,0.002,0.01474525611,0.01474520389,129177.557368272,-24379.3490420794,129163.359818657,-10727.0404966296,24.3793490420794,10.727040496629598,0.18873780695959028,0.014745229999976883,0.444,1.5599999878018418,0.015,1.15,1.1949336276036409,1.0719581488645815,1.108623546858498,1.4280608555555812,-7.513576166684143
15,390,295,12.5,10,,,,,,,,,,,,,,,,,,,,,,,
14,415,235,19,30,0.006923076923076923,0.1175,0.019,0.03,0.01607601185,0.0160757365,178016.716827581,-34794.8978759931,178019.129487627,-14277.4730980965,34.7948978759931,14.2774730980965,0.1954572734004269,0.01607587417441047,0.475,1.2496996103589766,0.0255,1.0449996803321728,-8.622784094693765e-84,1.42774730980965,1.124809667637057,1.4265823620284328,-6.273838630166289
12,440,255,13,1,0.008409090909090908,0.1275,0.013,0.001,0.01474534537,0.01474520968,129402.590898246,-24688.8496544975,129425.886441922,-10959.6384261327,24.6888496544975,10.9596384261327,0.19077382835311577,0.014745277524843918,0.442,1.579999993656965,0.0195,1.1049999999999993,1.1834013736296087,1.0958893505547587,1.1145787202499722,1.4280608027501733,-7.506930240841477
15,455,245,8.5,14,0.0075,0.1225,0.0085,0.014,0.01854876694,0.01854855813,205205.649004467,-43256.03807616,205192.308949635,-19287.8171345759,43.25603807616,19.2878171345759,0.21080045482998983,0.018548662534706165,0.48300000000000004,1.16596648197717,0.015,1.15,-6.86895455275034e-275,1.92878171345759,1.1405936335253524,1.423834819405882,-6.809176648365994
15,455,255,6.5,25,0.0071428571428571435,0.1275,0.0065,0.025,0.01880709678,0.01880696342,218894.836018196,-47175.1773976834,218894.735663768,-21171.5221836603,47.1751773976834,21.1715221836603,0.21551530894827006,0.018807030099881793,0.505,0.15092564963686922,0.013,1.17,0,2.11715221836603,1.142874087962116,1.4235477443334648,-6.00449970029848
14,485,230,7.5,39,0.009807692307692309,0.115,0.0075,0.039,0.01771176693,0.01771181306,178432.801856912,-45153.027060046,178431.622931707,-21206.0323447034,45.153027060046,21.2060323447034,0.2530542352997938,0.017711789994984982,0.563,2.805547356200136e-10,0.013999999999999999,1.16,0,2.12060323447034,1.1487942976946721,1.42476467778335,-5.854162210228917
15,425,230,12,9,0.0069642857142857145,0.115,0.012,0.009,0.01735609343,0.01735586475,189461.184465825,-35594.0772863823,189474.265120752,-14719.6974666887,35.5940772863823,14.7196974666887,0.18786353900867658,0.01735597908962337,0.443,1.5699999912036093,0.0185,1.115,-3.3924619191908596e-97,1.47196974666887,1.105713590616809,1.4251600232337518,-6.68784335172304
13,430,210,8.5,22,0.009166666666666667,0.105,0.0085,0.022,0.01472702687,0.01472713086,134556.193056002,-27150.1470633714,134570.495215298,-11060.60907254,27.150147063371403,11.06060907254,0.20176480657570628,0.014727078864908214,0.474,1.2597830247276305,0.015,1.15,0.0006204658763918151,1.1060335166498707,1.1335317781120187,1.4280810234834354,-6.0780498088493475
10,395,275,10.5,8,0.006666666666666667,0.1375,0.0105,0.008,0.01183365403,0.01183392212,101479.615083923,-15482.0796886009,101469.100851721,-6391.04108876782,15.4820796886009,6.39104108876782,0.15257134924950488,0.011833788074240814,0.41100000000000003,1.889999999999753,0.017,1.13,-5.728390816231582e-51,1.3553835301975085e-16,0.7788464758755659,1.4312957910286213,-5.23014226690394
12,445,275,7,22,0.007727272727272728,0.1375,0.007,0.022,0.0152645391,0.01526433561,150458.840502632,-30304.7906093241,150457.054449658,-13649.0713372447,30.3047906093241,13.6490713372447,0.2014170146423319,0.01526443735466091,0.489,1.0823338864217036,0.0135,1.165,-4.242469397795796e-27,1.3649071337244698,1.1331559733526109,1.4274839584948211,-6.172880951993605
12,395,285,1,18,0.005,0.1425,0.001,0.018,0.01439141937,0.01439148771,156009.291727152,-23169.4123444398,156001.413492846,-9546.52874515283,23.1694123444398,9.546528745152829,0.14851677820149797,0.014391453539959435,0.431,1.6899999998265742,0.0075,1.225,1.175869141923319,0.010134671941039517,0.7281887052853444,1.4284539405111563,-6.257646459487433
12,430,255,13,5,0.007954545454545454,0.1275,0.013,0.005,0.0145295983,0.01452934744,132071.141234506,-24461.6310799307,132037.743030458,-10609.4080813114,24.4616310799307,10.6094080813114,0.18523898840884812,0.014529472869458594,0.44,1.599999996702154,0.0195,1.1049999999999993,1.1925222027722944,1.0585525198869785,1.0954924052777415,1.4283005857006015,-7.47986771033977
15,435,220,15.5,13,0.007678571428571429,0.11,0.0155,0.013,0.01736582005,0.01736573627,184805.941328852,-37231.9240702201,184802.602867319,-15688.540777656,37.231924070220096,15.688540777656,0.2014667932134053,0.017365778159949476,0.461,1.3899968581492255,0.022,1.0799999999971672,-1.049540546397537e-127,1.5688540777656,1.133210376026388,1.4251491353778338,-6.597210447316214
11,395,200,1.5,0,0.00975,0.1,0.0015,0,0.01159926467,0.01159906074,81222.7204861623,-12673.0666198066,81229.4611136477,-4626.33751367577,12.6730666198066,4.626337513675771,0.15602211685818113,0.011599162704551828,0.395,2.0499999999999985,0.008,1.22,-1.317747327372563e-92,2.126755963520456e-24,0.8213288474935976,1.4315564858838314,-5.5228853333774275
12,425,255,4.5,4,0.007727272727272728,0.1275,0.0045,0.004,0.01442169258,0.0144214987,129317.105066957,-22700.8266558782,129361.345542194,-9612.41826779696,22.700826655878203,9.61241826779696,0.17551386236012603,0.014421595639674191,0.433,1.66999999966621,0.011,1.19,1.1404241344775208,0.01952866539846048,1.033286125961747,1.428420449289251,-6.481659374793189
15,450,255,8,9,0.0069642857142857145,0.1275,0.008,0.009,0.018672741,0.01867260328,209815.900576677,-42163.3873425469,209798.426685895,-18806.0838207262,42.1633873425469,18.806083820726197,0.200962572723221,0.01867267213987303,0.468,1.319969232703649,0.014499999999999999,1.155,-4.0571820680404936e-244,1.8806083820726198,1.1326495800354375,1.4236970309556967,-6.911924225767403
11,480,295,9,36,0.00925,0.1475,0.009,0.036,0.01507105535,0.01507075544,140287.05985037,-33107.7844656158,140303.760618378,-16224.9951022509,33.1077844656158,16.2249951022509,0.23598622698312866,0.015070905394253976,0.5519999999999999,1.423869557443238e-8,0.0155,1.145,-1.0570217616373862e-58,1.62249951022509,1.1476870972930677,1.4276989940063844,-5.342885615763238
10,485,225,16.5,0,0.014444444444444444,0.1125,0.0165,0,0.01261022392,0.01260989413,80929.5502414321,-18671.0946771838,80917.7353748108,-8838.27789599313,18.6710946771838,8.83827789599313,0.23072484232085552,0.012610059023921878,0.485,1.1423032214370727,0.023,1.0699999999213234,1.829298259935585e-18,0.000007962853893060236,1.1469598819640778,1.430433267751198,-4.789704333927565
11,400,225,2.5,5,0.00875,0.1125,0.0025,0.005,0.01216868714,0.01216851202,94585.5050519737,-15208.1862127682,94614.4405389014,-5810.29564014567,15.208186212768199,5.810295640145671,0.16076311589972314,0.012168599579684978,0.41000000000000003,1.899999999999822,0.009,1.21,-1.7157229549519462e-54,3.7029119721970065e-19,0.8783379702527444,1.4309237782447946,-5.419261748497361
12,440,255,5.5,2,0.008409090909090908,0.1275,0.0055,0.002,0.01474530024,0.01474505431,128010.18723784,-23893.7158829123,128028.855851817,-10495.4175713502,23.8937158829123,10.4954175713502,0.18664119079728686,0.014745177274487277,0.444,1.5599999878018418,0.012,1.18,1.1995522287193652,1.042190259277354,1.1012456075987498,1.4280609141394587,-7.511048997536769
11,415,275,2.5,24,0.007,0.1375,0.0025,0.024,0.01340625131,0.01340594474,126652.247067205,-22160.758790088,126662.258710289,-9348.12092721753,22.160758790088,9.34812092721753,0.17496636238322227,0.013406098024123672,0.46299999999999997,1.3699939685734277,0.009,1.21,1.0653570795304206,0.0013772385533204257,1.028593122402341,1.4295487799731958,-6.104870189032706
12,450,290,15.5,6,0.007272727272727273,0.145,0.0155,0.006,0.01568061415,0.01568086097,153337.055875776,-29833.5658843972,153343.691593953,-14047.9135869477,29.833565884397203,14.047913586947699,0.1945578008239693,0.015680737559514372,0.462,1.3799956467432815,0.022,1.0799999999971672,8.89196845517886e-24,1.4047913586947698,1.1231538683364932,1.4270214027116506,-6.4149622764833625
